Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,mean_work_hours
36,0.0,2,0,1,4,1,1,3903,0.0,3,6,2.0,41070,3.0,0,11,8,1,17.0,2,13,6,1,3,3.0,4.0,2.0,6.27741927825261
24,1.0,2,2,6,2,3,1,3905,0.0,2,3,1.0,20070,1.0,0,12,8,0,1.0,2,1,0,2,3,4.0,3.0,3.0,6.410934557438794
26,0.0,2,1,9,1,3,1,3907,1.0,1,7,1.0,106860,1.0,0,14,8,1,3.0,2,3,0,3,3,4.0,3.0,4.0,7.701706183170618
45,0.0,2,1,1,4,1,1,3908,1.0,1,5,2.0,29420,1.0,0,22,8,1,21.0,4,21,8,3,4,4.0,2.0,3.0,6.5750211864406785
32,0.0,1,2,1,1,2,1,3909,1.0,2,2,1.0,88580,6.0,0,16,8,1,10.0,2,5,1,3,3,1.0,3.0,2.0,6.894498171010516
31,0.0,2,1,14,2,1,1,3910,1.0,1,7,1.0,167560,1.0,0,11,8,2,6.0,5,5,0,3,3,2.0,3.0,4.0,7.224268115942029
41,0.0,0,2,2,2,3,1,3911,1.0,2,6,1.0,107980,2.2,0,14,8,2,10.0,5,3,1,1,3,3.0,2.0,3.0,7.710550786838341
40,0.0,2,1,22,2,5,1,3912,1.0,1,0,1.0,23230,2.0,0,16,8,1,18.0,2,1,0,3,3,2.0,1.0,3.0,9.81645048814505
24,0.0,2,1,3,3,1,1,3913,0.0,1,6,0.0,14160,1.0,0,15,8,1,6.0,3,6,1,2,3,2.0,1.0,4.0,5.979858229598893
46,0.0,2,1,6,3,3,1,3914,1.0,4,7,2.0,46150,6.0,0,12,8,0,19.0,3,10,0,2,3,3.0,2.0,3.0,7.615646551724137
35,0.0,2,2,8,4,1,1,3915,1.0,1,2,1.0,24610,2.0,0,20,8,1,17.0,4,7,0,3,4,4.0,3.0,3.0,7.4058831018518525
30,0.0,2,2,9,4,2,1,3916,1.0,1,2,1.0,87220,1.0,0,17,8,1,10.0,3,10,0,3,3,2.0,4.0,2.0,7.315814009661836
47,0.0,0,1,3,2,1,1,3917,0.0,2,7,1.0,39550,7.0,0,12,8,1,4.0,5,1,0,3,3,3.0,2.0,1.0,7.717876647834275
46,0.0,2,1,1,4,5,1,3918,0.0,3,7,0.0,99570,4.0,0,20,8,0,13.0,1,10,0,3,4,3.0,4.0,2.0,9.827860750360749
36,1.0,2,1,1,3,3,1,3919,1.0,2,4,0.0,33760,5.0,0,20,8,0,16.0,3,2,2,3,4,2.0,1.0,3.0,10.412180611785876
32,1.0,2,1,26,3,3,1,3920,0.0,2,5,2.0,88230,6.0,0,13,8,2,10.0,3,0,0,3,3,1.0,2.0,3.0,6.987964580300824
23,0.0,2,2,6,4,1,1,3921,1.0,3,4,2.0,103220,1.0,0,14,8,2,3.0,2,3,1,3,3,3.0,2.0,1.0,6.006363636363637
31,0.0,1,2,3,3,2,1,3922,1.0,2,7,2.0,46210,2.0,0,18,8,1,9.0,3,5,1,3,3,4.0,4.0,2.0,6.496436988936988
39,0.0,0,1,3,3,1,1,3923,0.0,2,4,1.0,109760,1.0,0,11,8,0,9.0,3,9,5,2,3,4.0,4.0,3.0,10.193314814814816
32,0.0,2,1,6,3,5,1,3924,1.0,1,6,1.0,36600,3.0,0,11,8,2,10.0,0,4,0,2,3,4.0,3.0,1.0,7.59164048269581
45,0.0,2,1,19,4,3,1,3926,1.0,1,8,1.0,71190,4.0,0,15,8,0,9.0,2,5,0,3,3,3.0,3.0,4.0,7.790443469785576
30,0.0,1,2,9,3,1,1,3927,1.0,1,5,2.0,95820,0.0,0,12,8,1,10.0,2,9,0,3,3,4.0,1.0,3.0,6.214679580896686
24,0.0,1,2,3,4,2,1,3928,1.0,1,7,1.0,45080,0.0,0,11,8,1,3.0,5,2,2,3,3,1.0,4.0,3.0,5.98645112955279
30,1.0,1,1,10,3,1,1,3929,0.0,1,1,0.0,22070,6.0,0,14,8,0,6.0,4,4,1,3,3,3.0,4.0,2.0,6.707549951267057
31,0.0,2,1,3,2,1,1,3930,1.0,3,2,1.0,77560,1.0,0,15,8,2,6.0,3,5,0,4,3,1.0,3.0,3.0,7.606590702947846
27,0.0,2,2,3,3,1,1,3931,1.0,1,3,2.0,66940,1.0,0,13,8,1,6.0,2,6,1,2,3,3.0,4.0,2.0,6.325555555555555
29,1.0,2,2,4,3,2,1,3932,1.0,5,6,2.0,36910,1.0,0,13,8,0,2.0,3,2,2,3,3,2.0,2.0,3.0,6.804979338842975
29,0.0,1,1,8,4,1,1,3933,0.0,1,7,2.0,23770,8.0,0,21,8,1,10.0,2,3,0,3,4,4.0,3.0,4.0,8.795385735080057
30,0.0,2,2,7,3,1,1,3934,1.0,3,7,0.0,23130,2.0,0,11,8,0,12.0,5,7,1,3,3,3.0,1.0,3.0,8.002729885057471
34,0.0,2,1,1,2,3,1,3935,0.0,2,0,1.0,176650,0.0,0,11,8,0,6.0,5,5,1,2,3,4.0,4.0,3.0,9.915464480874316
33,0.0,0,1,2,4,3,1,3936,1.0,1,8,2.0,25960,8.0,0,14,8,1,13.0,4,11,1,3,3,4.0,2.0,2.0,7.424654811715481
49,0.0,2,2,3,4,2,1,3937,1.0,1,7,2.0,47280,3.0,0,11,8,1,8.0,4,5,0,3,3,4.0,4.0,4.0,7.7137761506276155
33,1.0,2,1,10,3,1,1,3938,1.0,1,7,2.0,43020,2.0,0,13,8,0,11.0,3,0,0,1,3,1.0,1.0,2.0,8.306316526610644
38,0.0,1,1,28,3,3,1,3939,1.0,1,0,1.0,29790,4.0,0,12,8,1,9.0,3,6,0,3,3,3.0,2.0,2.0,7.912287308228731
31,1.0,2,0,9,4,0,1,3940,1.0,2,2,1.0,168850,2.0,0,14,8,2,10.0,2,1,0,3,3,1.0,3.0,3.0,6.221997354497355
29,0.0,2,1,3,4,4,1,3941,0.0,2,8,0.0,55930,1.0,0,13,8,1,1.0,3,1,0,3,3,4.0,1.0,3.0,6.287173611111111
30,0.0,2,1,2,1,3,1,3942,1.0,1,8,1.0,104450,3.0,0,18,8,1,10.0,3,7,1,3,3,3.0,3.0,3.0,6.788280367231639
32,0.0,0,1,10,4,1,1,3943,0.0,1,2,2.0,87400,2.0,0,11,8,1,12.0,2,7,0,3,3,2.0,2.0,3.0,5.982664742664743
38,0.0,2,1,8,2,5,1,3944,0.0,1,4,1.0,25140,3.0,0,11,8,0,15.0,2,1,1,2,3,2.0,4.0,3.0,9.036384335154827
43,1.0,1,1,1,4,4,1,3945,1.0,3,7,1.0,76550,9.0,0,12,8,1,6.0,3,1,0,3,3,3.0,3.0,3.0,8.40061391223156
42,0.0,2,0,1,3,4,1,3946,0.0,1,0,0.0,174650,8.0,0,13,8,1,7.0,3,5,0,3,3,2.0,2.0,2.0,6.699085309158531
55,0.0,2,1,3,2,1,1,3947,0.0,1,7,1.0,73510,8.0,0,20,8,1,34.0,3,1,0,3,4,3.0,1.0,3.0,7.598850241545894
33,0.0,0,1,14,3,4,1,3948,1.0,1,6,0.0,108200,5.0,0,12,8,0,11.0,2,9,1,3,3,4.0,2.0,2.0,6.731928506375228
41,0.0,2,1,5,3,3,1,3949,1.0,1,8,0.0,121690,1.0,0,19,8,0,5.0,2,5,0,3,3,3.0,1.0,3.0,6.291201790633608
34,0.0,0,1,7,4,3,1,3950,0.0,1,6,0.0,196260,1.0,0,21,8,0,15.0,5,15,0,2,4,4.0,3.0,3.0,8.186905255878285
53,0.0,0,1,10,4,3,1,3951,1.0,2,0,1.0,20700,4.0,0,13,8,2,27.0,2,3,0,4,3,1.0,3.0,2.0,8.123122448979592
43,0.0,2,2,16,2,2,1,3952,0.0,1,2,2.0,67820,0.0,0,16,8,1,10.0,2,9,1,3,3,2.0,4.0,3.0,6.0869706284153
34,0.0,2,2,10,2,1,1,3953,0.0,5,7,2.0,77790,5.0,0,12,8,1,6.0,2,2,2,3,3,4.0,4.0,3.0,7.696015046296296
21,1.0,2,2,1,2,2,1,3954,1.0,5,0,2.0,27910,1.0,0,14,8,0,1.0,3,1,1,4,3,2.0,2.0,3.0,7.522102657004831
38,0.0,2,1,8,2,1,1,3955,0.0,2,7,1.0,32010,1.0,0,11,8,1,5.0,3,5,0,2,3,4.0,3.0,3.0,6.394260431317393
22,1.0,2,1,1,3,4,1,3956,1.0,4,6,1.0,49680,1.0,0,14,8,0,1.0,3,1,0,3,3,3.0,1.0,3.0,8.907727272727273
31,0.0,2,1,8,5,1,1,3957,1.0,5,7,1.0,131200,1.0,0,12,8,2,13.0,6,12,5,2,3,1.0,4.0,3.0,7.295628072763029
51,0.0,2,1,1,4,1,1,3958,0.0,1,3,1.0,40330,2.0,0,14,8,0,15.0,2,2,2,3,3,1.0,3.0,3.0,6.686816148775895
37,0.0,2,1,24,1,1,1,3959,1.0,2,7,1.0,32910,1.0,0,16,8,3,5.0,2,5,0,2,3,2.0,2.0,3.0,7.993744064577397
46,0.0,2,2,3,4,2,1,3960,0.0,1,8,0.0,42720,7.0,0,13,8,0,24.0,3,2,2,4,3,3.0,4.0,3.0,9.988379028379027
36,0.0,2,1,27,3,5,1,3961,0.0,4,6,1.0,50560,7.0,0,12,8,0,15.0,2,12,5,2,3,4.0,1.0,3.0,9.481728650137741
44,1.0,1,2,10,4,1,1,3962,1.0,1,6,0.0,28440,1.0,0,12,8,0,6.0,2,5,2,4,3,3.0,2.0,2.0,9.291028806584363
37,0.0,2,1,19,2,5,1,3963,1.0,2,7,0.0,27030,2.0,0,14,8,0,19.0,2,10,4,3,3,3.0,2.0,2.0,6.068434119960669
35,1.0,2,1,15,4,1,1,3964,1.0,2,6,2.0,19040,1.0,0,22,8,1,10.0,4,10,7,3,4,3.0,4.0,3.0,8.594216643421664
33,0.0,2,1,8,5,3,1,3965,1.0,2,2,1.0,82240,6.0,0,19,8,0,14.0,3,10,7,3,3,4.0,1.0,3.0,8.043768861454048
28,0.0,2,2,9,3,3,1,3966,0.0,2,7,1.0,47660,1.0,0,12,8,0,5.0,3,5,0,3,3,3.0,4.0,4.0,7.366939890710382
39,0.0,2,2,3,4,2,1,3967,0.0,2,2,2.0,26100,7.0,0,12,8,0,9.0,2,4,2,2,3,3.0,3.0,3.0,6.890665708812262
46,0.0,0,1,9,2,1,1,3968,1.0,2,4,2.0,57310,8.0,0,17,8,0,6.0,2,2,2,3,3,2.0,2.0,3.0,6.7014278959810865
40,0.0,2,1,2,2,3,1,3969,1.0,1,5,1.0,25390,4.0,0,12,8,1,7.0,3,4,0,3,3,3.0,1.0,2.0,6.609389619883041
42,0.0,2,1,7,4,4,1,3970,0.0,2,2,1.0,57140,5.0,0,11,8,0,10.0,2,0,0,3,3,2.0,1.0,2.0,6.610516366989396
35,0.0,0,2,10,1,1,1,3971,0.0,2,5,0.0,43230,2.0,0,18,8,3,15.0,3,7,1,3,3,2.0,4.0,3.0,6.684642531876139
38,0.0,0,2,6,4,2,1,3972,1.0,3,7,0.0,73360,5.0,0,11,8,0,13.0,3,11,3,3,3,1.0,2.0,3.0,7.839338235294118
34,1.0,1,1,2,1,1,1,3973,1.0,1,4,1.0,134990,4.0,0,23,8,2,11.0,2,7,0,4,4,4.0,1.0,2.0,7.895517952450266
37,1.0,2,1,24,3,1,1,3974,1.0,1,2,2.0,137580,1.0,0,11,8,1,10.0,5,10,0,3,3,4.0,1.0,1.0,6.1950631855031
39,0.0,1,1,2,1,3,1,3975,1.0,2,0,0.0,51550,2.0,0,18,8,1,7.0,3,2,2,2,3,3.0,4.0,3.0,6.1946315667131575
43,0.0,0,0,8,5,3,1,3976,0.0,3,7,2.0,22580,4.0,0,18,8,0,7.0,2,3,1,3,3,1.0,3.0,2.0,7.353812915479582
41,0.0,2,1,3,3,1,1,3977,1.0,3,6,2.0,35970,3.0,0,13,8,1,11.0,2,3,1,1,3,2.0,2.0,1.0,7.818558590102708
30,0.0,2,2,26,3,2,1,3979,0.0,2,3,2.0,44200,9.0,0,11,8,0,9.0,3,7,0,3,3,1.0,3.0,3.0,7.0870643153526975
26,1.0,2,0,2,1,5,1,3980,0.0,3,7,1.0,65780,0.0,0,15,8,2,6.0,3,5,1,2,3,4.0,2.0,3.0,8.706473922902495
46,1.0,2,1,10,3,3,1,3981,1.0,1,7,1.0,44220,4.0,0,11,8,1,13.0,2,9,3,3,3,4.0,2.0,4.0,7.9803557504873295
40,0.0,2,2,27,2,3,1,3982,0.0,3,7,0.0,102740,4.0,0,18,8,0,12.0,3,5,0,3,3,3.0,4.0,3.0,6.624849137931035
34,0.0,2,1,2,3,1,1,3983,1.0,2,2,1.0,53430,1.0,0,14,8,0,10.0,5,10,4,2,3,2.0,3.0,3.0,7.404434071000461
35,0.0,2,1,8,1,5,1,3985,0.0,3,4,1.0,53460,0.0,0,14,8,0,6.0,3,5,0,2,3,2.0,3.0,4.0,7.400633569739952
40,0.0,2,1,1,4,1,1,3987,1.0,2,3,0.0,199430,2.0,0,13,8,1,15.0,3,7,7,3,3,2.0,1.0,3.0,7.240177404295052
54,0.0,2,2,27,4,3,1,3988,1.0,1,6,1.0,31310,4.0,0,14,8,0,14.0,3,7,1,2,3,4.0,4.0,2.0,7.059951945616503
31,0.0,1,2,8,4,4,1,3989,0.0,3,4,1.0,25520,2.0,0,18,8,0,9.0,2,3,2,3,3,1.0,1.0,3.0,7.49025493025493
28,0.0,2,2,1,2,1,1,3990,1.0,3,3,1.0,44770,1.0,0,15,8,0,3.0,6,3,1,3,3,3.0,1.0,3.0,7.590064463197374
38,0.0,2,1,19,3,3,1,3991,0.0,2,4,1.0,64740,2.0,0,13,8,2,20.0,3,4,0,1,3,2.0,4.0,2.0,9.485377585377586
26,0.0,2,2,8,3,2,1,3992,0.0,1,0,2.0,30330,1.0,0,12,8,0,5.0,2,5,1,2,3,3.0,4.0,3.0,6.127782505910165
58,0.0,1,1,10,4,5,1,3993,0.0,1,8,1.0,29360,2.0,0,13,8,1,23.0,3,2,2,3,3,1.0,3.0,3.0,9.595179738562091
18,0.0,0,1,2,3,1,1,3994,1.0,3,8,2.0,186060,1.0,0,24,8,2,0.0,4,0,0,3,4,2.0,3.0,1.0,7.612805799220272
31,1.0,2,1,2,3,1,1,3995,1.0,3,2,1.0,21680,0.0,0,14,8,1,2.0,2,1,0,3,3,4.0,1.0,3.0,6.054205146705146
29,1.0,2,1,8,2,3,1,3996,1.0,1,3,0.0,28530,4.0,0,14,8,1,4.0,5,2,2,2,3,1.0,1.0,3.0,8.719821428571429
45,0.0,0,2,1,4,5,1,3997,1.0,1,6,1.0,170480,4.0,0,15,8,0,10.0,3,8,5,2,3,3.0,3.0,4.0,7.173255462575547
36,0.0,2,2,2,3,5,1,3998,0.0,5,2,1.0,22900,4.0,0,11,8,0,15.0,5,1,0,3,3,4.0,2.0,3.0,10.672969995311767
43,0.0,1,2,8,3,3,1,3999,1.0,1,5,1.0,36000,1.0,0,23,8,0,7.0,2,7,7,3,4,1.0,4.0,3.0,6.983569915254238
27,0.0,1,2,8,4,1,1,4000,1.0,5,6,2.0,21070,0.0,0,13,8,0,6.0,2,5,0,3,3,4.0,4.0,2.0,10.215344907407406
29,0.0,1,1,6,2,3,1,4001,1.0,1,1,1.0,41150,1.0,0,11,8,0,11.0,1,11,3,3,3,4.0,4.0,4.0,7.707633524082021
32,0.0,1,2,9,4,1,1,4002,1.0,4,7,2.0,43270,8.0,0,13,8,0,4.0,4,0,0,3,3,4.0,4.0,4.0,7.611351931330471
42,0.0,0,1,11,3,3,1,4003,1.0,1,3,1.0,178560,3.0,0,18,8,0,10.0,2,6,3,3,3,3.0,3.0,2.0,6.489173640167364
47,0.0,2,2,2,2,1,1,4004,0.0,5,3,2.0,31960,4.0,0,14,8,1,7.0,3,2,2,2,3,2.0,3.0,3.0,6.104896723646725
46,0.0,2,0,1,3,1,1,4005,0.0,1,2,0.0,190810,3.0,0,21,8,0,12.0,2,9,4,3,4,4.0,4.0,2.0,7.183088842975206
28,0.0,0,1,7,3,1,1,4006,1.0,1,7,0.0,89660,1.0,0,16,8,1,3.0,3,3,2,2,3,3.0,4.0,3.0,7.699578460038986
29,0.0,2,1,16,3,3,1,4007,0.0,1,4,0.0,22100,8.0,0,11,8,1,11.0,4,7,1,3,3,4.0,3.0,3.0,8.028727524204703
42,0.0,2,2,2,4,3,1,4008,0.0,2,5,2.0,45390,4.0,0,17,8,1,8.0,5,0,0,3,3,4.0,3.0,3.0,6.612405876951331
32,1.0,2,1,1,1,3,1,4009,1.0,2,2,2.0,27410,7.0,0,11,8,0,7.0,3,2,2,3,3,3.0,2.0,2.0,10.377716830754805
46,0.0,2,1,23,1,1,1,4010,1.0,2,2,0.0,34910,2.0,0,14,8,0,25.0,0,19,2,3,3,1.0,1.0,3.0,7.9341154029566034
27,0.0,2,2,2,3,1,1,4011,0.0,5,6,1.0,45410,1.0,0,14,8,2,9.0,4,9,5,4,3,2.0,3.0,3.0,7.055443262411347
29,0.0,2,1,1,2,3,1,4012,1.0,3,7,1.0,26780,1.0,0,25,8,1,1.0,3,1,0,3,4,4.0,2.0,3.0,8.013264760576476
43,0.0,2,1,1,3,1,1,4013,1.0,1,4,1.0,73790,7.0,0,13,8,2,21.0,3,16,6,2,3,1.0,3.0,3.0,6.280660442600277
29,1.0,1,1,13,2,1,1,4015,0.0,1,2,2.0,52200,1.0,0,17,8,0,1.0,3,1,1,2,3,4.0,4.0,2.0,8.59643217893218
46,1.0,2,1,4,4,3,1,4016,0.0,2,8,1.0,27430,5.0,0,25,8,1,14.0,1,8,0,4,4,3.0,2.0,3.0,7.89895949074074
27,0.0,1,1,16,4,3,1,4017,1.0,3,0,1.0,49980,0.0,0,20,8,2,8.0,3,7,7,3,4,4.0,1.0,2.0,7.688701741996233
39,0.0,2,1,2,3,5,1,4018,1.0,3,0,0.0,102520,8.0,0,13,8,1,7.0,3,2,2,3,3,4.0,4.0,3.0,6.493613445378151
55,0.0,2,1,2,3,1,1,4019,0.0,1,1,1.0,27810,8.0,0,13,8,1,19.0,2,5,0,3,3,2.0,4.0,4.0,6.17837367450438
28,0.0,2,1,29,2,1,1,4020,1.0,2,2,1.0,68520,1.0,0,18,8,1,1.0,2,1,0,4,3,2.0,2.0,3.0,6.950778985507247
30,1.0,2,2,12,4,1,1,4021,0.0,2,7,2.0,49500,1.0,0,12,8,2,1.0,3,1,0,3,3,2.0,4.0,2.0,7.7184148936170205
22,1.0,2,1,16,2,1,1,4022,0.0,2,2,2.0,35790,1.0,0,19,8,3,1.0,3,1,0,3,3,4.0,2.0,3.0,10.512892924976258
36,0.0,2,1,11,3,1,1,4023,1.0,1,7,1.0,131910,1.0,0,14,8,1,10.0,2,10,1,2,3,2.0,3.0,3.0,9.49042972459639
31,0.0,2,1,2,4,1,1,4024,0.0,5,3,0.0,103770,1.0,0,14,8,0,10.0,2,10,0,3,3,2.0,3.0,3.0,7.527197962154295
34,0.0,2,2,14,2,5,1,4025,0.0,1,7,1.0,22350,2.0,0,14,8,1,9.0,2,5,1,3,3,3.0,4.0,3.0,8.067217553688142
29,0.0,2,1,5,5,1,1,4026,0.0,1,7,2.0,105020,3.0,0,12,8,0,11.0,4,3,1,2,3,4.0,1.0,3.0,7.119061065197428
37,0.0,2,1,7,2,3,1,4027,1.0,1,4,1.0,20110,5.0,0,13,8,0,16.0,4,5,0,4,3,4.0,1.0,3.0,8.72363482384824
35,0.0,2,2,2,1,5,1,4028,1.0,2,2,1.0,18590,0.0,0,25,8,1,4.0,2,3,0,2,4,4.0,2.0,3.0,10.506960580912864
45,0.0,2,1,3,3,3,1,4029,0.0,2,7,1.0,37600,0.0,0,14,8,1,10.0,2,9,3,2,3,2.0,4.0,2.0,7.110689927732611
36,0.0,1,1,5,3,3,1,4030,0.0,4,4,2.0,177790,1.0,0,17,8,1,10.0,5,10,0,1,3,2.0,4.0,2.0,6.48973898467433
40,0.0,2,1,3,3,4,1,4031,1.0,1,7,0.0,68330,2.0,0,13,8,0,22.0,3,19,11,3,3,1.0,4.0,3.0,6.832436342592593
26,0.0,2,1,26,2,1,1,4032,1.0,2,1,1.0,68120,1.0,0,13,8,0,1.0,2,1,1,2,3,2.0,3.0,2.0,9.305777074542897
27,0.0,2,1,4,3,5,1,4033,1.0,2,4,2.0,51710,0.0,0,20,8,1,9.0,1,8,0,2,4,1.0,3.0,2.0,7.554721050164088
48,0.0,1,1,2,3,1,1,4034,1.0,2,5,0.0,197400,3.0,0,14,8,0,24.0,2,22,4,4,3,4.0,4.0,3.0,7.195166427203065
44,0.0,2,2,1,2,3,1,4035,1.0,4,3,1.0,187110,2.0,0,12,8,1,10.0,0,2,2,3,3,2.0,1.0,3.0,7.083899482109228
34,1.0,0,1,27,2,1,1,4036,0.0,1,8,1.0,36920,1.0,0,12,8,1,5.0,5,5,3,3,3,4.0,1.0,3.0,10.200662851692893
56,1.0,2,0,1,2,3,1,4037,0.0,5,7,2.0,25590,1.0,0,21,8,0,5.0,3,4,1,3,4,1.0,4.0,3.0,6.893758381226054
36,0.0,2,1,13,3,5,1,4038,0.0,3,0,1.0,25170,2.0,0,14,8,0,12.0,3,4,1,3,3,3.0,2.0,1.0,7.322567722681359
41,0.0,2,1,5,3,1,1,4039,0.0,1,7,1.0,66230,5.0,0,18,8,0,14.0,3,5,1,3,3,3.0,2.0,3.0,6.4082341269841265
42,0.0,2,1,7,3,5,1,4040,0.0,2,7,1.0,182650,9.0,0,12,8,1,18.0,4,13,5,3,3,3.0,1.0,4.0,7.421599576271186
31,0.0,2,2,9,4,1,1,4041,0.0,1,7,0.0,161240,2.0,0,23,8,1,8.0,2,5,1,2,4,3.0,4.0,3.0,8.306982212475633
34,0.0,2,1,8,1,1,1,4042,0.0,3,2,1.0,25850,3.0,0,12,8,0,9.0,5,4,0,3,3,4.0,4.0,2.0,9.197162131519274
31,0.0,2,2,25,2,1,1,4043,0.0,3,4,0.0,182130,8.0,0,21,8,2,4.0,3,2,2,4,4,1.0,3.0,2.0,6.829941331417625
26,0.0,1,2,16,2,1,1,4044,1.0,2,0,1.0,83800,0.0,0,14,8,0,8.0,3,7,7,4,3,3.0,4.0,3.0,6.103722687122269
45,0.0,1,1,8,4,1,1,4045,0.0,2,3,2.0,29940,4.0,0,18,8,1,12.0,2,4,0,3,3,2.0,3.0,3.0,7.825787439613526
33,0.0,2,2,1,3,1,1,4046,0.0,5,7,2.0,12230,1.0,0,13,8,1,10.0,3,10,0,3,3,2.0,3.0,2.0,6.405410575048733
28,0.0,1,2,8,3,1,1,4047,1.0,4,6,1.0,11180,1.0,0,11,8,0,7.0,3,7,0,3,3,3.0,4.0,3.0,10.561230803974706
29,1.0,1,0,2,4,0,1,4048,1.0,2,7,2.0,28750,1.0,0,11,8,0,1.0,3,1,0,3,3,3.0,1.0,3.0,6.7969338512241055
39,0.0,0,1,8,5,3,1,4049,0.0,2,8,1.0,188240,6.0,0,19,8,1,10.0,4,3,1,3,3,1.0,3.0,3.0,6.295510603964961
27,0.0,2,2,3,2,5,1,4050,1.0,2,0,1.0,135770,1.0,0,12,8,1,6.0,2,5,1,3,3,2.0,2.0,2.0,7.257912494039104
34,0.0,1,1,9,4,1,1,4051,0.0,2,4,1.0,26250,1.0,0,12,8,3,16.0,4,15,6,3,3,3.0,4.0,3.0,8.863294979079498
28,1.0,2,1,25,3,5,1,4052,1.0,1,5,2.0,187890,3.0,0,16,8,1,6.0,4,2,2,3,3,4.0,3.0,3.0,9.37195652173913
47,0.0,0,1,1,4,3,1,4053,1.0,1,6,1.0,45380,8.0,0,11,8,0,16.0,3,8,1,3,3,3.0,2.0,4.0,5.99063475177305
56,0.0,2,1,4,3,5,1,4054,0.0,2,7,1.0,198470,4.0,0,14,8,0,6.0,6,0,0,3,3,4.0,1.0,3.0,7.89697337962963
39,0.0,2,1,1,3,4,1,4055,0.0,1,2,1.0,105120,1.0,0,12,8,1,10.0,2,10,7,3,3,1.0,1.0,3.0,7.016283068783069
38,0.0,1,1,4,2,3,1,4056,0.0,1,3,0.0,44440,1.0,0,13,8,0,20.0,2,20,0,3,3,4.0,2.0,3.0,10.78147737455197
58,0.0,2,2,5,3,2,1,4057,1.0,5,8,1.0,21540,4.0,0,21,8,1,29.0,3,1,0,3,4,4.0,4.0,2.0,9.923890036730945
32,1.0,1,1,9,3,1,1,4058,1.0,2,2,2.0,191900,3.0,0,17,8,1,8.0,2,4,0,3,3,1.0,3.0,3.0,10.213899527186761
38,0.0,2,1,3,4,1,1,4059,0.0,1,8,0.0,44900,2.0,0,21,8,1,10.0,1,5,0,3,4,2.0,4.0,4.0,7.610720164609053
49,0.0,1,2,11,4,1,1,4060,1.0,2,6,1.0,35060,3.0,0,11,8,1,28.0,4,5,4,2,3,2.0,4.0,3.0,6.307485250737463
42,0.0,2,2,1,3,1,1,4061,0.0,1,7,0.0,23720,3.0,0,12,8,1,14.0,3,0,0,3,3,2.0,4.0,3.0,8.693173758865248
27,1.0,1,2,8,1,1,1,4062,1.0,4,2,1.0,102310,1.0,0,13,8,1,1.0,2,1,0,3,3,1.0,2.0,3.0,6.498731032794909
35,0.0,2,1,25,1,3,1,4063,1.0,1,7,1.0,54100,0.0,0,18,8,0,6.0,4,5,0,3,3,2.0,1.0,1.0,6.553021990740741
28,0.0,0,1,21,1,3,1,4064,1.0,3,6,2.0,79780,1.0,0,16,8,2,5.0,2,5,1,3,3,3.0,3.0,2.0,6.708564213564213
31,0.0,0,2,23,1,3,1,4065,1.0,1,7,0.0,38670,1.0,0,11,8,1,4.0,4,4,2,4,3,3.0,1.0,4.0,9.772402659069325
36,0.0,0,1,1,3,1,1,4066,1.0,2,6,1.0,28380,1.0,0,19,8,2,5.0,5,5,0,1,3,1.0,2.0,3.0,7.112342117758784
34,0.0,2,2,2,3,2,1,4067,1.0,4,0,2.0,46950,1.0,0,16,8,1,14.0,2,14,2,3,3,1.0,4.0,2.0,5.9938015526443476
34,0.0,2,1,19,3,5,1,4068,0.0,1,5,0.0,33390,1.0,0,16,8,0,9.0,2,8,1,2,3,4.0,3.0,2.0,6.793736225895317
26,0.0,2,1,2,2,1,1,4069,1.0,2,6,2.0,20800,0.0,0,13,8,0,8.0,6,7,7,4,3,3.0,1.0,2.0,6.788305439330544
29,0.0,2,1,2,4,4,1,4070,1.0,2,2,1.0,20960,0.0,0,22,8,0,6.0,2,5,0,4,4,1.0,1.0,2.0,7.710127504553734
32,0.0,0,1,3,1,1,1,4071,1.0,3,3,0.0,62090,5.0,0,17,8,1,9.0,5,5,1,4,3,3.0,4.0,3.0,6.6030658436213985
31,0.0,1,1,25,5,5,1,4072,0.0,2,1,1.0,180610,1.0,0,14,8,1,10.0,2,10,8,3,3,4.0,1.0,3.0,6.93400070621469
28,1.0,2,2,7,5,1,1,4073,0.0,2,8,0.0,171230,5.0,0,15,8,1,6.0,2,4,0,2,3,3.0,4.0,2.0,6.290863054412437
38,0.0,2,1,9,2,5,1,4074,1.0,3,8,2.0,23720,4.0,0,12,8,0,20.0,3,1,0,2,3,1.0,1.0,2.0,7.242158931082981
35,0.0,2,1,5,3,1,1,4075,1.0,2,8,1.0,48830,1.0,0,18,8,1,10.0,1,10,0,1,3,3.0,4.0,3.0,8.811529597282872
27,0.0,2,2,2,3,1,1,4076,0.0,1,3,2.0,39040,1.0,0,15,8,0,7.0,2,7,0,3,3,4.0,4.0,3.0,7.889389357712142
